,desc,location,size,value
1256,"An attractive 5br double storey Hse nestled on nice beautiful mature garden. All ensuites, bright and airy rooms beautiful morden...","Runda Nairobi , Runda, Nairobi",5,90000000
1258,"Only ten in a compound, gated community and a tarmac road, very nice and spacious, all ensuit, balcony and garden, ambience envir...","Lavington, Nairobi",5,38000000
1259,An elegant 5 bedroom master en suite maisonette in Windy Ridge Karen. It is in a serene and secure neighborhood. It has...,"Karen, Nairobi",5,105000000
1265,5 bedroom house for sale in Muthaiga build on 2. 5 acres of land. Property features: -Swimming pool. -Borehole. -Mature garden.,"Muthaiga, Nairobi",5,650000000
1272,Located close to FRENCH SCHOOL /ST. AUSTIN and LAVINGTON SHOPPING MALLS. A spacious 5Br contemporary double storey house sitting ...,"Kileleshwa,Nairobi, Kileleshwa, Nairobi",5,300000000
1276,"5bedroom maisonette sitting on a 1/4acre plot size with a driveway , double gate and has a mature garden","Syokimau, Nairobi",5,25000000
1280,"5bedroom maisonette sitting on a 1/4acre plot size with a driveway , double gate and has a mature garden","Syokimau, Nairobi",5,25000000
1283,A 5 bedroom house for sale in lavington with a SQ build on almost an acre land . Property features. -All ensuite...,"Lavington, Nairobi",5,50000000
1284,Located in Runda A very attractive Plot 1/2 acre in a prime location in Runda the plot is Red soil with mature...,"Panafric insurance Road , Runda, Nairobi",5,45000000
1285,5 bedroom house in Karen all ensuit with 2 bedrooms guestwing and a Servant quarter. The house is in a 3/4 of...,,5,85000000
1286,Modern 5 Bedroom Mansionette for sale in SOUTHC. It is Master ensuite and has a DSQ. The. House also has modern finishes...,"South C, Nairobi",5,32000000
1295,"This impressive 5 bedroom house is in Runda Its on a half acre piece of land. Its 5 bedrooms are spacious, airy...","Runda, Nairobi",5,60000000
1296,This impressive 5 bedroom house is in the heart of Gigiri the much sought after serene and peaceful area in Nairobi. Its...,"Gigiri, Nairobi",5,150000000
1301,"This beautiful house with breathtaking views is located in the leafy, quiet suburb of Runda. It stands on a half acre piece...","Runda, Nairobi",5,130000000
1302,3 storey block of 3 apartments each consisting of 5 bedrooms with garden space for sale as a block! Located in close...,,5,105000000
1304,"A Perfectly addressed 5br exclusive double storey house. Ensuites, walk in closets in all bedrooms. Spacious lounge with FIREPLAC...","Runda,Nairobi , Runda, Nairobi",5,75000000
1309,This is a classic 5 bedroom all en suite maisonette in Karen. It sits on 1 acre. It has a clean freehold...,"Karen, Nairobi",5,110000000
1317,This is a very secure impressive 5bedrooms ambassadorial house en-suite Lovely lounge separate from nice dinning room. Good size ...,"Mzima Springs Rd, Nairobi, Kenya, Lavington, Nairobi",5,195000000
1320,"A nice 5Br lovely townhouse all ensuites, spacious lounge. Massive masterbedroom with balcony that offers panoramic view. Morden ...","Syokimau,Nairobi , Syokimau, Nairobi",5,11000000
1321,"5 bedrooms, all en suite, spacious lounge, separate dining, modern fitted kitchen, staff quarter for two staffs, ample parking an...","Nyari, Nairobi",5,135000000
1322,"The house has a spacious lounge and separate dining area, 5 large bedrooms with big windows for extra lighting all en suite,...","Runda, Nairobi",5,130000000
1323,A modern double storey house in a neat secure compound of 12 houses with private gardens 0. 5 acre of beautiful gardens...,"Runda close to the UN Offices , Runda, Nairobi",5,70000000
1324,"Very nice and beautiful house, On gated community and on tarmac. very green environment and quiet neighborhood, Water and electri...","Karen, Nairobi",5,33000000
1325,LAVINGTON FOR SALE: 5br villa all ensuite with borehole back up generator & 2 sq price 73 MILLION,"Lavington, Nairobi",5,73000000
1331,An Elegant and Beautiful 5 Bedroom House on 1 Acre in Old Muthaiga It is a 5 bedroom with Guest wing downstairs...,"Muthaiga Muthaiga, Muthaiga, Nairobi",5,270000000
1335,An exclusive and prestigious modern 5 bedroom house Securely located in a quiet place with surrounding environment offering maxim...,"Old Muthaiga, Muthaiga, Nairobi",5,240000000
1343,"This is a new 5 bedroom all en suite Villa with spacious lounge, separate dinning area, spacious fitted kitchen with pantry, spac...","Kiambu road, Kiambu Road, Nairobi",5,65000000
1349,"A spacious 5 bedroom all en suite house with spacious lounge with fire place and veranda leading to the garden, separate dinning....","Runda, Runda, Nairobi",5,130000000
1351,"This is a modern 5 bedroom 3 en suite with spacious lounge, separate dinning area, spacious fitted kitchen with pantry, family ro...","Nyari Central, Nyari, Nairobi",5,100000000
1352,"A new and executive 5 bedroom all en suite with spacious lounge, separate dinning area, spacious fully fitted kitchen, Family roo...","Mugumo Crescent, Kyuna, Nairobi",5,92000000
1354,"5bdrm all ensuite with TV room spacious with mature garden, borehole n has a DSQ. .","Runda, Nairobi",5,140000000
1356,"Its 5 beautiful a double story house on 1/2 in the with beautiful mature garden, entrance hall cloakroom, Breakfast Kitchen, sitt...","Runda, Nairobi",5,100000000
1357,Its 5 bedroom all en-suits plus 2 bedroom all en-suits detached quest wing plus servant quart setting on half acre walking distan...,"Thigiri, Nairobi",5,130000000
1361,"Its 5 bedroom 3 en-suits very spacious bedrooms entrance hall. cloakroom, Breakfast, Kitchen, sitting room/dining room its good d...","Lavington, Nairobi",5,40000000
1363,"5 bedroom all en-suits its a nice home , setting on half care with modern finishing house with 3 bedroom, its consists...","Karen, Nairobi",5,110000000
1364,"5 bedroom all en-suits its a nice home , setting on half care with modern finishing house with 3 bedroom, its consists...","Karen, Nairobi",5,110000000
1365,"In this quiet and executive gated community, there is a development of 6 modern and spacious 5 bedroom all en suite with...","Karen, Nairobi",5,70000000
1366,Its 5 bedroom all en-suits plus servant quart in gated communities 4 kilometers from Mombasa road off nation media,"Mombasa Rd, Nairobi",5,13000000
1367,This is a beautiful 5 bedroomed Residential House ideal for a big family. It has a perimeter wall and is about 1.,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",5,22000000
1369,Its 5 bedroom double story along along Mombasa road 3 kilometers from Mombasa road after naivasi on 1/4 acre . its consists...,"Mombasa Rd, Nairobi",5,26000000
1375,"a new spacious 5 bedroom all en suite with spacious lounge, separate dinning area, fitted kitchen with break fast area, family ro...","Runda, Nairobi",5,65000000
1380,This is a beautiful 5 bedroomed Residential House ideal for a big family. It has a perimeter wall and is about 1.,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",5,22000000
2,Sitting on half an acre lot lies this iconic 4 bedroom home within the suburb of Karen. This corner house is tucked...,"Karen, Nairobi",4,75000000
5,"Prime home for sale This is a spectacular New home located in karen windyridge. FEATURES INCLUDE, Ground Floor 1. Lounge with a...","Windy ridge, Karen, Nairobi",4,78000000
7,This is a beautiful and well maintained 4 bedrooms master ensuite double storied house sitting on half acre mature well kept gard...,"Close to UN and Rosslyn Academy., Gigiri, Nairobi",4,80000000
10,This is a beautiful and well maintained 4 bedrooms master ensuite double storied house sitting on half acre mature well kept gard...,"Close to UN and Rosslyn Academy., Gigiri, Nairobi",4,80000000
13,"Superlative home for sale in Kerarapon , Karen neighbor . The house is located in this developed court with magnificent family ho...","19th drive, Kerarapon, Nairobi",4,35000000
14,4 bedrooms sitting on 25X100 piece of land garden ample parking plenty of water storage,"Ole Shapara Ave Nairobi West, South C, Nairobi",4,22000000
15,>located 200 meters from Tarmac >has a modern kitchen >large windows for natural lighting >ready title deeds >security 24/7 >wate...,"237 Magadi Rd, Ongata Rongai, Nairobi",4,18500000
16,>located 200 meters from Tarmac >has a modern kitchen >large windows for natural lighting >ready title deeds >security 24/7 >wate...,"C58 Kajiado County, Ongata Rongai, Nairobi",4,17500000
17,>located 200 meters from Tarmac >has a modern kitchen >large windows for natural lighting >ready title deeds >security 24/7 >wate...,"C58 Kajiado County, Ongata Rongai, Nairobi",4,18500000
19,This gorgeous 4-bedroom standalone property that sits on 1-acre plot has come available in the lush and quiet area of Lavington. ...,"Lavington, Lavington, Nairobi",4,260000000
20,Tucked in the heart of a gated community at Garden Estate This uniquely designed house has Charm and Character Four bedrooms all....,"OFF KANYAGIA ROAD, Garden Estate, Nairobi",4,65000000
23,>gated community of 5 units >200 metres from Tarmac >manicured garden >serene environment >good envrinoment >freehold title deed ...,"Ole Kisio Road Kajiado County, Ongata Rongai, Nairobi",4,13500000
24,4 Bedroom smart VILLAS in Lavington for sale. The Villas are in a gated community own compound of 12 Units. Located along...,"29 Chalbi Dr, Lavington, Nairobi",4,60000000
29,Located 30meters of the Tarmaced Syokimau Katani road Four bedrooms house seating on Quarter acre in a gated compound The Master ...,"OFF SYOKIMAU KATANI ROAD, Syokimau, Nairobi",4,25000000
30,Nairobi is one of Africa's most sought after cities for real estate and Bogani Park is one of those developments that confirm...,"Karen, Nairobi",4,88000000
34,The elegant 4 bedroom corner house is only 3 minutes drive to JKIA in Embakasi in a gated community located close to...,"Kenya builders, Embakasi, Nairobi",4,11500000
38,"4 bedroom Maisonette with a DSQ for sale in LORESHO Asking 29M Located in a gated community off Waiyaki Way, in a...","loresho off waiyaki way, Loresho, Nairobi",4,29000000
39,4 bedroom Bungalow Karen in a gated community. The symmetry in the building design provides a pleasing proportional balance and c...,"Bogani Rd, Karen, Nairobi",4,88000000
52,"Its located on 19th Drive, Hill Top Close, Kerarapon Drive extension of Karen suburbs, Ngong Sub County. Charming and very well b...","Kerarapon, Nairobi",4,33000000
54,>the house is located 1. 5 km from Tarmac >fully fenced with perimeter wall >gated community of 10 units >cabro all round...,"237 Magadi Rd, Ongata Rongai, Nairobi",4,8000000
56,>fully fenced with perimeter wall >has a swimming pool >large living room >modern kitchen >all bedrooms are fitted with wardrobes...,"Magadi Rd Nairobi, Karen, Nairobi",4,49000000
58,"Old Muthaiga is a prestigious, most safest most sought after Estate in Nairobi and it boasts of being very close to Schools...","Muthaiga Road, Muthaiga, Nairobi",4,200000000
59,"Old Muthaiga is a prestigious, most safest most sought after Estate in Nairobi and it boasts of being very close to Schools...","Muthaiga Road, Muthaiga, Nairobi",4,200000000
60,"4-bedroom all ensuite plus 2bedroom guesting on a 1/2 acre in Karen-mutero Estate next to Mwitu Estate. -Spacious Kitchen, living...","Kerarapon Road Karen, Karen, Nairobi",4,64000000
61,>the house is located 800 metres from tarmac >serene environment >good neighbourhood >gated community of 5 units >fully fenced >3...,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",4,13500000
63,4 bedrooms (2 en suite) / 3 bathrooms / 1 reception room / city living / water Elegant 4 bedroom with 2...,"Langata Dam Estate, Langata, Nairobi",4,17000000
64,This is a four bedroom house for sale at runda area it has the following features specious kitchen and dining area plus...,"30 Mimosa Close, Runda Mimosa Rd, Runda, Nairobi",4,120000000
65,This wonderful bungalow has 4 bedrooms that are spacious. Wonderful views with natural light in the house. It has a nice terrace....,"Lake View Dr Kitisuru, Lakeview, Nairobi",4,110000000
87,"Karen Country Homes is a development of modern villas in the heart of Karen, carefully designed to resonate with the environment....","Karen, Karen, Nairobi",4,75000000
90,"This 4 Bedroom Brand new beautiful home has a downstairs cloakroom, a light airy sitting room and an ample well presented kitchen...","Off north Muthaiga road, Muthaiga, Nairobi",4,75000000
91,A beautiful family house situated in a serene environment with a proximity to several social amenities. It features 4 all ensuite...,"Brookside Dr Spring Valley, Westlands, Nairobi",4,74000000
93,This is a house built in one acre of land at Mugumo Crescent in a community area. The house is well kept...,"Kyuna, Nairobi",4,85000000
96,An exquisite house at the hearts of Karen with a serene environment with well-kept garden and mature trees. This house has very...,"Unnamed Road Nairobi, Karen, Nairobi",4,110000000
100,"Beautiful 5brm double storey standalone house sitting on 0. 5 acre, features; # all en suite # servants quarter # guest wing...","Eliud mathu street , Runda, Nairobi",4,100000000
102,"A beautiful 4 bedroom house in Old Runda is on the market. With a mature garden and set in a quiet street,...","Flame Tree Drive, Runda, Runda, Nairobi",4,120000000
107,Welcome to your New Home. This ready to move into elegant Townhouses in a development compromising of 45 high quality and Spaciou...,,4,25000000
109,This magnificent townhouse has the following features; (i) It has 4 bedrooms all en-suite with SQ (staff quarter) (ii) It has a...,"Spring Valley, Nairobi",4,100000000
111,Located on Brookside Drive sitting on a slightly under a 1/8 ACRE Comprises of 4 all ensuite spacious bedrooms with an sq...,"BROOKSIDE WESTLANDS, Westlands, Nairobi",4,75000000
113,This is a four bedroom house for sale at Loresho area it has the following features 4bedrooms 2 ensuite sitter on a...,"40 Kaumoni Rd, Loresho, Nairobi",4,80000000
117,1) Classic for Bedroom maisonette with three ensuite and servant quoter in Balozi estate for Sale. 2) In a gated controlled estat...,"River Dr Balozi Estate, Balozi, Nairobi",4,30000000
121,"Classic elegance best describes this well presented, mid-terrace townhouse which comprises of family accommodation which offers c...","Brookeside Drive, Westlands, Nairobi",4,55000000
131,"This house boost character that is outstandingly embodied in this 4 bedroom townhouse, interior was classical designed. This is t...","Karen, Nairobi",4,55000000
140,An exquisite house at the hearts of Karen with a serene environment with well-kept garden and mature trees. This house has very...,"Unnamed Road Nairobi, Karen, Nairobi",4,110000000
142,"This stunning bungalow sits on more than half an acre of lush land. It is located in a secure area, near Karen...",,4,55000000
145,An exquisite house at the hearts of Karen with a serene environment with well-kept garden and mature trees. This house has very...,"Unnamed Road Nairobi, Karen, Nairobi",4,110000000
148,"This stunning 4 bedroom all en-suite home offers contemporary living, where you get to enjoy the indoor and outdoor living. It is...",,4,85000000
152,"This 4 bedroom master en suite Bungalow is located in one of the most sort after and secure neighborhoods in the country, Lake...","Lake View Dr Kitisuru, Kabete, Nairobi",4,120000000
155,"The living is easy in this impressive, generously proportioned contemporary residence with swimming pool, well designed water fon...","Runda, Nairobi",4,350000000
161,"Nestled in a serene and tranquil environment, Living Stone Villas is situated next to the French Embassy off Peponi road, Westlan...","Peponi Rd Kitisuru, Spring Valley, Nairobi",4,85000000
166,"This house has the following features; (i)	It has 4 bedrooms, 2 en-suite while the other 2 bedrooms share a bathroom. (ii)	Separa...","Kaptagat Rd Loresho, Loresho, Nairobi",4,78000000
169,Recently elegantly renovated 4 Bedroom with 2 ensuite . living room cum dinning opening up to a stylish open plan kitchen .,,4,21000000
170,spacious and lustrous pent house 4 bedroom 2 ensuite located in a serene enviroment along lavington it has the following features...,"Arboretum Rd Kilimani, Kilimani, Nairobi",4,55000000
171,"Its a beautiful 4bdrm ambassadarial house, all ensuite with a 2bdrm guest wing, 2bdrm servant quarters, locable garage for two ca...","It's along Runda meadows., Runda, Nairobi",4,140000000
172,An opportunity to own a 4 bedroom stand alone house minutes away from the hub in Karen in a quiet and serene...,"Ngong Rd Ngong, Kerarapon, Nairobi",4,30000000
173,It is a 4 bedroomed terraced maisonette with parking for 1 car on 0. 0252 acres. The maisonette is newly constructed. Remaining...,"Savannah Rd Donholm, Donholm, Nairobi",4,10000000
183,"Mwihoko on a 50 by 100 plot, own compound 4 bedrooms all ensuite. electric fence. water storage. *Ready title Access through exit...","Mwihoko, Nairobi",4,13000000
190,"These 4 bedroom all en suite plus self contained DSQ located in the leafy suburb of Lavington, off convent drive. Each has...","77 Chalbi Dr, Lavington, Nairobi",4,60000000
194,This lovely 4 bedroom house is located in a gated community of only 8 houses. It has the following features; -Lovely wooden...,"Karen, Nairobi",4,62000000
197,"This mansionette is located in Westlands, proffesor Saitoti avenue in a private compound of only 8 houses. It has the following f...","Westlands, Nairobi",4,25000000
205,This is a four bedroom standalone house for sale at Kileleshwa area it has the following features specious kitchen and dining are...,"Tabere Cres Kilimani, Kileleshwa, Nairobi",4,27000000
215,At runda now selling a four bedroom house all bedrooms en-suite plus it on a beautiful garden within a very secured environment...,"7 Ruaka Rd, Runda, Nairobi",4,130000000
217,In a gated community secure and serene Four bedroom villa master en suit Spacious lounge with a fire place and a huge...,"OFF KIAMBU ROAD, Kiambu Road, Nairobi",4,33000000
218,"A charming refubished four bedroomed maisonatte is for sale in Mutitu Andei Court, a very secure gated community located in Hurli...","Kilimani, Nairobi",4,35000000
223,Lavington house for sale in a compound of 8 homes 3 level town home 4 bedrooms all ensuite 3 living rooms Dinning...,"Lavington, Nairobi",4,55000000
229,Investment opportunity Alert! A Commercial Prime Plot off Rhapta Road is available for Sale/ Rent. - The property total size is 0.,"Rhapta Road Muthangari, Westlands, Nairobi",4,350000000
232,"Beautiful well maintained, structured double story bungalow with electric fencing and 24 hr security including professionally tra...","Karen, Nairobi",4,60000000
240,4 BEDROOM all en-suite TOWNHOUSE for sale at Ongata Rongai. In a gated community of 6 units is this brand new double...,"Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",4,15600000
244,4 Bedroom VILLAS Rongai karen view. • 4 Bedrooms and DSQ all en-suite • Each villa is on 3 levels • Natural...,"Gataka Rd Nairobi, Ongata Rongai, Nairobi",4,23500000
245,"In a gated community of 17 villas each on quarter acre, clubhouse, swimming pool, generator, gym","Rosslyn road , Rosslyn, Nairobi",4,68000000
251,"The property is located in the quiet and secure environs of Karen enjoying close proximity to Karen hospital, Karen country club,...","Fair Acres Rd Nairobi, Karen, Nairobi",4,95000000
252,4 bedrooms all en-suite in a gated community of 11 unit each on 1/2 acre plot Accommodation Ground floor Entrance hall Bright...,"Fair Acres Rd , Karen, Nairobi",4,95000000
259,"Located in a quiet and serene area of Karen these houses benefits from the safety of a gated community, as well as...","windy ridge, Karen, Nairobi",4,78500000
263,"The Gables Park Estate consists of modern and spacious Four bedroom Townhouses, each featuring Interiors of high quality and mode...","Katani Road Syokimau, Syokimau, Nairobi",4,12500000
265,"1/2 acre piece of land with a 5 Bedroom bungalow for sale along Katani road, Syokimau off Mombasa road, Its 3. 5kms...","Katani Road Syokimau, Syokimau, Nairobi",4,35000000
268,Large balconies to the bedrooms and the family room. 5 bedrooms all en-suite with the master bedroom fitted with a Jacuzzi. Open....,"Lavington, Lavington, Nairobi",4,65000000
271,A modern elegant townhouse in a serene environment located in the heart of Rosslyn . It has the following features; Its in...,"Off Limuru road, Rosslyn, Nairobi",4,70000000
277,"This is an enchanting, well maintained 4 bedroom townhouse for sale in Imara Daima Estate along Mombasa road. The location is hid...","117 Tegla Lorupe Rd, Imara Daima, Nairobi",4,15000000
283,4 Bedrooms Maisonette with DSQ Near Safari Park Estate Mirema drive (Stone Groove) Selling at Kshs. 20 Million. A Very Spacious 4...,"Mirema Drive, Roysambu, Nairobi",4,20000000
285,Those sits on an acre piece of land in Ololua. The neighbourhood is secure and serene. Features -	Living area with fireplace -	La...,"Unnamed Road Nairobi, Karen, Nairobi",4,85000000
288,Extremely beautiful 4 BEDROOM Maisonette all ensuite in Rongai Rimpa Four bedroom all ensuite in a gated commuinty of four units....,"Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",4,18500000
289,"A spacious double storied house on 0. 5 acre of level garden. Living room (fireplace) dining room, study, 4 ensuite bedrooms, TV....","New Kitisuru, Kitisuru, Nairobi",4,75000000
292,"A beautiful 4 bed (all en suite) villa in a Gated community of only 10 units, hidden off Langata South road, Dik...","Dik Dik Ln Nairobi, Karen, Nairobi",4,72000000
293,"own gate in a gated community , very big rooms and spacious and perfect state to raise a family . The following...","South C, Nairobi",4,20000000
294,"Beautiful 4 bedroom villa for sale in the serene area of Redhill, Limuru. All en-suite house available for sale immediately. The ...","One Red Hill Kimanga Rd, Redhill, Nairobi",4,25000000
297,Charming 4 bedroom house located in the sought after Karen suburb is available for rent. Has the following features; - In a...,"191 Bogani Rd, Karen, Nairobi",4,65000000
298,This large 4 bedroom house plus SQ is located a short distance from the Hub with easy access into Karen and its...,"Kerarapon, Nairobi",4,35000000
301,"This is a Kenya Commercial Bank Sacco based Project, with its main features being; • Siting on one-eighth of an acre •...","Runda, Nairobi",4,37000000
302,Impressive four bedroom town house located in New Kitisuru neatly tucked in a gated community of 47 houses. It boasts of the...,,4,50000000
303,"Features * 4 bedrooms all ensuite * Servant's quarter * Roofed car park * Spacious garden, sitting on 0. 6 acres *...","Riverside Drive, Riverside, Nairobi",4,180000000
307,Luxurious pent house 4 bedroom for sale is located close to valley arcade shopping center in the lavington suburb It has the...,"Lavington, Nairobi",4,36000000
312,* All rooms are en-suite with in-built wardrobes. * The house has an expansive lounge with a modern fireplace and has a...,"Karen, Karen, Nairobi",4,95000000
316,Located on Riverside Drive is this beautiful 4 Bed Rooms Old but Well Kept Bungalow. >Master Bed Room En Suite. >Spacious Closed....,"Riverside Drive, Riverside, Nairobi",4,180000000
317,Located near the Capital Center in South B is this lovely house in an estate of six houses. The house has a...,"B & B Daidai Rd, South B, Nairobi",4,19000000
319,This fantastic 4 bedroom house is located in within a gated community and has a garden. 2 bedrooms are en-suite. Has solar...,,4,43000000
320,"A 4 bedroom all ensuite luxurious villa in Karen, in a gated community is for sale. The house a boast high quality...","Windy Ridge Rd Karen, Karen, Nairobi",4,87000000
323,Lovely dream home just for your comfort security and privacy! It has all you need in a home! call for viewing and...,"Syokimau, Nairobi",4,37000000
324,Newly Specious 4 Bedroom modern Townhouse All Bedrooms Ensuite plus Sq Cash Buyer Off 36 Millions Location: Off Kiambu Rd (Paradi...,"Kencom Sacco Homes Kiambu Rd , Ridgeways, Nairobi",4,36000000
330,"The house is new and spacious with a large living room, dining room, kitchen and four bedrooms with bathrooms. The windows are...","Katani Road Syokimau, Syokimau, Nairobi",4,11500000
331,"This wonderful house has 4 bedrooms that are spacious, standing on a garden of 1. 3 acres. It has a nice mature...","Muthaiga Ln Muthaiga, Muthaiga, Nairobi",4,190000000
332,Located at Old Muthaiga near the Muthaiga shopping Center On ONE ACRE and seats along Limuru road Elegant colonial house which ha...,"OLD MUTHAIGA, Muthaiga, Nairobi",4,270000000
343,"House for sale in Rosslyn lone tree estate 4 bedroom, spacious Sits on 1/2 acre. Has staff quarters for 2. Asking: 95...","Rosslyn Lone Tree Estate Rd Kitisuru, Rosslyn, Nairobi",4,95000000
346,Springfield Estate is a unique located in Donholm Area . The houses are designed and executed to satisfy consumer needs of comfor...,,4,16000000
347,"A beautiful well maintained house on 1. 13 acre mature garden in this sought after residential area. living room (fireplace), din...","Muthaiga, Nairobi",4,199000000
350,"Very beautiful lovely gardeners home for sale in Kilimani next to bomas of kenya with 4 bedrooms all en suite , 1...","320 Ngong Rd, Karen, Nairobi",4,60000000
352,"A beautiful well maintained house on 1. 13 acre mature garden in this sought after residential area. living room (fireplace), din...","Muthaiga, Nairobi",4,199000000
353,Selling a 4 bedroom house in Thome estate sitting on 40x80 plot. Features: - Dinning area - Garden -Master ensuite -Study room...,"Thome, Nairobi",4,20000000
356,A luxurious house in westlands for sale which has servant quarter set on 1/8 acre with a small garden. -Has a spacious...,"Westlands, Nairobi",4,50000000
358,Spacious and elegant 4 bedroom plus SQ maisonette in a secure location with fine finishing that ensures comfort and privacy in cl...,"Syokimau, Mombasa Rd, Nairobi",4,12500000
362,"This is a beautiful mansionatte Now available on Oloitoktok rd, Has 4bedroom, 3bathrooms, located on a secured clean and quite en...","Oloitoktok rd, Kileleshwa, Nairobi",4,35000000
364,5 bed roomed House for sale in Runda on its own compound built on a one acre plot. It has the following...,"Runda, Nairobi",4,150000000
368,"This is a luxurious , stunning 4 bedroom house for sale in Ongata Rongai. Its located in a gated community of many...","Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",4,16000000
369,"This is a brand new home, perfectly set with the best quality finishes and top of the range materials. I especially appreciate...","Kerarapon, Nairobi",4,35000000
371,"This is a luxurious , stunning 4 bedroom house for sale in Ongata Rongai. Its located in a gated community of many...","Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",4,16000000
373,"Tucked away in picturesque Kitisuru, one of Nairobi’s most sought after locations, this gated community sits on 7. 5 acres each o...","Rosslyn Lone Tree Estate Rd Kitisuru, Kitisuru, Nairobi",4,115000000
374,Lovely double storey house in a gated community of 34 units each on 1/2 acre plot 4 bedrooms(2 en-suite) GROUND FLOOR Entrance...,"Runda Rd , Runda, Nairobi",4,138000000
379,4 BEDROOM Town house with SQ master en-suite off Kiambu Road This is a 4 Bedroom Town House with a servant quarter...,"Kiambu Rd Kiambu, Kiambu Road, Nairobi",4,73000000
383,Spacious 4 bedroom maisonette with one ensuite room. In the serena area of South C. Spacious rooms front and back yard with...,,4,14000000
389,A specious house located in the heart of Loresho in a serene environs. It has the following features; Stands in three quarters...,"Crescent close, Loresho, Nairobi",4,75000000
390,Executive 4 bedroom Townhouse Servant quarter Spacious rooms Exemplary finishes Built in wardrobes Bathtub Balcony Mature Garden ...,"masanduku lane, Lavington, Nairobi",4,49000000
391,The 4 bedroom house sits on a half acre land in the hearts of Karen. It has a garage of two cars...,"Unnamed Road Nairobi, Karen, Nairobi",4,65000000
392,"Luxurious spacious 4 bedroom maisonette with Tv room and Dsq. Quality, Executive rooms with ample natural lighting. Elegant inter...",,4,20000000
393,This beautiful house is located in a gated community secure and serene neighbourhood of Kitisuru sitting on slightly less than 1/...,"Kitisuru, Nairobi",4,60000000
394,"A triple storied house on 0. 5 acre with lovely views from the garden. Lounge (fireplace), dining room, family room, 4 ensuite...","Kitisuru Springs, Kitisuru, Nairobi",4,92000000
398,4 BEDROOM Town house with SQ master en-suite off Kiambu Road This is a 4 Bedroom Town House with a servant quarter...,"Kiambu Rd Kiambu, Kiambu Road, Nairobi",4,73000000
403,This is a 4 bedroom all en suite in Ongata Rongai. It is in a a gated community of more than 40...,"Ongata Rongai, Nairobi",4,17000000
407,This lovely 4 bedroom house is located in Kerarapon in a secure place. It is a modern house which have very modern...,"Unnamed Road Nairobi, Karen, Nairobi",4,38000000
413,Selling 1 acre plot with a 4 bedroom bungalow in Old Muthaiga. It is situated in a serene and quite environs. This...,"Muthaiga, Nairobi",4,200000000
417,Elegant 4-Bedroom All Ensuite Mansionete For Sale In MIGAA GOLF ESTATE Property Details: •	Located in Migaa Golf Estate Estate Ka...,"Unnamed Road Kiambu County, Kiambu Road, Nairobi",4,39000000
422,Tucked in a very serene and secure area of Lavington is this well maintained 4 bedroom bungalow for sale. Features: 4 spacious...,"Kunde Road , Lavington, Nairobi",4,150000000
423,We are pleased to offer this rare opportunity to buy stunning 4 bedroom house in the sought after area off General Mathenge...,"Westlands, Nairobi",4,165000000
425,"This wonderful house has 4 bedrooms all en suite, with a two bedroom guest wing that's also en suite. It has servants...","Muthaiga Rise Muthaiga, Muthaiga, Nairobi",4,180000000
430,"Karen coupled with other neighborhoods are famous for the security , serenity it offers and also close proximity to amenities suc...","Karen, Nairobi",4,75000000
437,"Karen coupled with other neighborhoods are famous for the security , serenity it offers and also close proximity to amenities suc...","Karen, Nairobi",4,75000000
443,"Charming and very well built 4 bed roomed, all en suite house, good finishing in a serene , quiet and secure location...","Kerarapon, Kerarapon, Nairobi",4,36000000
446,Modern 4 bedrooms house in Runda. 4 Bedrooms all ensuite. GROUND FLOOR Entrance hall. Bright sunken lounge. Modern open plan kitc...,"Pan African Insurance Ave Kitisuru, Runda, Nairobi",4,80000000
449,"Karen coupled with other neighborhoods are famous for the security , serenity it offers and also close proximity to amenities suc...","Karen, Nairobi",4,95000000
450,Elegant double storey townhouse in a gated community of 11 units 4 bedrooms(a all en-suite) GROUND FLOOR Entrance hall Bright sun...,"Fair Acres Rd , Karen, Nairobi",4,94500000
453,Its a 4 bedrooms all ensuite plus sq home for sale on 0. 5 acres of Land in Peponi Garden,"Peponi, Nairobi",4,90000000
458,"This is a recently refurbished 4Bedroomed house tucked within a clean, secure and serene neighborhood in the leafy suburbs of Lor...","Loresho, Nairobi",4,190000
459,"Beautifully designed newly built 4 bedroom homes, located on a quiet cul-de-sac within the famed Garden Estate, minutes’ drive fr...","Garden Estate , Garden Estate, Nairobi",4,49000000
460,"Redhill 4 bedrooms Maisonette on 3 Acre land Located in the serene gardens of Redhill, just 1. 8km from Limuru Road. Clean...","4 bedrooms Maisonette on 3 Acre land, Redhill , Redhill, Nairobi",4,180000000
464,Inside a fully developed and secure gated community is this beautifull home that is on sale. Each unit ; * Sits on...,"Glory Rd Kiambu County, Runda, Nairobi",4,70000000
476,"Hillcrest Close Estate, Karen 4 bedroom all ensuite house to let in Karen The property is situated on Hillcrest Drive, off Langat...","Karen, Nairobi",4,80000000
