,desc,location,size,value
286,"An impressive spacious house enjoying lovely environment with a garden,living room with fire place,study room .lounge,modern kitchen and a compound of 9 house.","Lavington, Dagoretti North",4,75000000
289,"Pristine 4 bedroom ( 2 ensuite ) townhouse located on Brookside Garden, Brookside. Built up area is 3000 sq.ft. Amenities are kitchen, living room, water tanks, DSQ, fencing, balcony, fire alarm, 4 car park and 2 visitors car park, inverter, sandpit for kids and garden.
This townhouse is also available for to let Kshs show me /- per month exclusive of service charge","Brookside, Westlands",4,52000000
290,"4 Bedroom Executive Maisonette located along Waiyaki Way near Sigona Golf club.With spacious rooms, exemplary interior finishes, perimeter wall, cabro pavements, electric fence in a gated community. Selling price @ 16.95 M negotiable.","Waiyaki Way, Westlands",4,16950000
293,"This modern house in Kahawa Sukari is in final stages of completion.The contractor is currently doing the fittings and cabro paving of the compound.The house sits on a quarter acre piece of land in the much sought after area of Kahawa Sukari,a kilometre from the tarmac rd.It boasts of modern architectural design and fittings and upon finish,it will be one of the best house in this location.
All rooms are en suite and has a very spacious open kitchen (American style). The sitting room is big and very spacious.
To guarantee you constant supply of fresh water,the house has two 5000 litres storage tanks.
A perimeter wall is erected around the house which adds to the already great security that Kahawa Sukari residents enjoy.
The house also is connected to the sewer line.
To give you maximum relaxation,the house is surrounded with beautiful gardens and green lawns that effortlessly add to the beauty of the home.
Cabro paving is being done to ensure you enjoy the walk or drive into this lovely home.
All this package and more for only Ksh 42 million.","Kahawa Sukari, Kiambu",4,42000000
295,"This exclusive 4 bedrooms townhouse located located in lushy greenery environment of runda representing tranquility.
It is in a gated community with good neighborhood,each house on 0.5 acre with a well maintained garden.
Comes with TV room, living room with fireplace place and a separate dining room.
Closed kitchen plan fitted with high quality in-built clapboard and pantry.
All bedrooms ensuite and well naturally lit, bathroom fitted with imported intergrated featured sanitary ware and master bedroom with bath tub.
Support services are,24/7 security, CCTV cameras, electric fence, borehole water supply and installed security light on drive ways.
Located close to social amenities such as international schools, Agha Khan hospital Village market, Two river mall, UN headquarters.","Runda, Kiambu",4,130000000
296,"Old Muthaiga is a prestigious, most safest most sought after Estate in Nairobi and it boasts of being very close to Schools like ISK School,Peponi School,German School,Rosslyn Academy,Brae burn School.
Shopping centres include Village market,Two rivers,Ridgeways mall,Westlands.
Close to Hospitals like Aga khan Hospital among others.
Sitting on 1.3 acre plot with a fully mature garden with amazing views
This dwelling boasts of modern finishes and fittings
4 spacious bedrooms with walk in closets
2 Ensuites
Large and well laid out lounge with fire place overlooking the garden
Separate dinning area
A stylish kitchen with pantry
Dhobi area
Staff quarters
Lockable garage
Ample parking","Muthaiga Area, Muthaiga",4,200000000
297,"A beautiful well maintained house on 1.13 acre of mature garden in this sought after residential area.
Living room (fireplace), dining room, 4 bedrooms, 3 bathrooms (2 ensuite), cloakroom, kitchen with breakfast area, pantry and laundry room.
2 staff rooms, double garage.","Old Muthaiga, Muthaiga",4,199000000
298,"The 4 bedroom townhouse has a total area of 205.5 Sqm. It
sits on a 1/8 of an acre which includes parking space for two cars, a private
garden and detached DSQ. All the townhouses have manicured lawns and fences
hence adding to the beauty of the estate. Each of the four bedroom townhouses
enjoys a massive 1/8 acre of land. The design and concept leads to a
masterpiece development that has been excellently designed to benefit from the
natural environment.
Features:
·        
Detached DSQ
·        
Private Garden
·        
Guest bedroom with bath
·        
Quality sanitary ware
·        
Ample parking for two cars
·        
Guest cloakroom
·        
Ensuite master bedroom
·        
High quality wardrobes
·        
Large entry porch
·        
Spacious separate dining area
·        
Fitted kitchen
·        
Pantry
·        
Proximity to malls, health amenities and schools
·        
The Eastern bypass
·        
The proposed greater eastern bypass
Other amenities and development Features include
·        
Shopping complex
·        
Club house
·        
Landscaped gardens
·        
Ample Parking
·        
Children's playground
·        
Provision for a school
·        
Cabro paved driveways
·        
Swimming pool
·        
Boundary wall with electric fence","Juja, Kiambu",4,13000000
299,"Exquisite architecture and contemporary design have set a new benchmark in luxury living. Characterized by attractive finishes, superior facilities and an impeccable sense of design. Located in Thome IV close to rosters hotel, Garden city Mall & TRM mall close to the CBD. This beautiful house offers: 4 Bedroom All en-suites, Master En-suite with a walk in closet, Spacious lounge with separate dinning, Kitchen fitted with shelves and granite tops, Pantry area, Spacious well lit bedrooms with in-built wardrobes, Designed laundry area, Roof Patio, Backyard patio with built in fire place n well fitted barbeque area, Dsq with a separate entry, Street lighting, 2 covered parking’s, Electric fence, Cabro paved driveways, Gym","Garden Estate, Kiambu",4,120000000
300,"This immaculate professionally-designed 4bedroom villa invites comfort and exudes modern elegance. Its located in Juja, Amani Kigwe Estate 400 meters from Ndarugo Motel and Thika Super Highway.
Description
Ground Floor:
•	Spacious lounge with a separate dining area.
•	Visitor cloakroom.
•	Open plan kitchen with a hand wash basin.
•	Guest bedroom with a shower cubicle.
Level One:
•	Bedroom one en-suite with a balcony.
•	Master en-suite with a shower cubicle and a balcony giving you a good view.
•	Bedroom two en-suite with a shower cubicle.
•	Adequate wardrobe space in all bedrooms.
•	Save haven door.
•	Study area.
Other features
•	Security alarm system.
•	Perimeter wall with an electric fence.
•	Well landscaped garden and clean compound.
•	Parking lot for more than 2 cars.
•	Constant fresh water supply.","Juja, Kiambu",4,20000000
303,"New, Modern 4 bedroom maisonettes plus sq for sale in Sigona Heights in Sigona.
Sigona Heights is a development of a unique lifestyle of maisonettes in a gated community in a pristine neighbourhood.Plinth area for main house = 131sqm & Plinth are for DSQ= 13sqm
This first phase comprises 20 maisonettes for middle class families looking to escape the hubbub of the city yet within 20minutes drive of the city centre. Sigona Heights is located in the vicinity of the idyllic Sigona Golf Club and the Wida Highway Motel,only 22km from Nairobi City centre and 15 minutes’ drive to the Westlands metropolitan area.
Each house is equipped with solar panels for clean domestic lighting and heating energy requirements.Water is connected from the local mains and a borehole is to be sunk for uninterrupted supply.
The houses are 4 bedroom including the master-en-suite,have built-in cupboards,built-in ports for local and DSTV connectivity;hot showers;electric razor wire fencing and 24 hour security.
The driveway and parking areas are cabro-paved and suitably lit.
All wet areas are exquisitely tiled to blend with the design.
Centralised peepholes have been fitted on all main doors.
Back-up generator installed for uninterrupted power supply.
Each maisonette has an individual title. Kitchens have polished granite tops.
Well-manicured gardens
At Sigona Heights we are taking property development to new heights—literally!","Kikuyu Town, Kabete",4,11500000
305,"The project is located off Mombasa Road from
Gateway Mall along Wananchi Road. It has a total of 76 No.
Maisonettes/ Town houses out of which forty (40) are three (3) Bedroomed
Maisonettes and Thirty six (36) are four (4) Bedroom Maisonettes whose features
include;
·Fully fitted Italian Kitchen
·Utility laundry area adjoining
·Spacious lounge with a Balcony
·Visitor’s cloakroom
·Detached DSQ (Domestic Servants Quarter)
·Parking for 2 cars
·Buy to sell option
·You invest for capital gain
Community Centre to have the following social amenities and
common facilities
·Gymnasium
·Executive Salons and Barber Shops
·Small restaurant
·Swimming pool
·Shopping centre
·Borehole
·Cabro-paved driveways
·Perimeter Boundary wall
·Landscaped gardens
·Sewer treatment plant
·Children’s playground","Wananchi Road, Syokimau, Machakos County, Ke, Syokimau, Athi River",4,11500000
306,"Amani Village is nestled on the quite Syokimau Airport Road
5 minutes away from the Syokimau Gateway Mall and 8 mins away from the Syokimau Railway Station.
Offering the best in class amenities such as a
Borehole, Back Up Power Generator, Solar Water Heating, Cabro Paved Roads and
Walkways, all en suit bedrooms among other amenities. Amani Village is setting new standards for the middle classes.
The units are well designed and fantastically built town houses offering a serene home environment for the discerning home seeker. Very spacious units of 2,000 sqft , with high quality, tasteful finishes. Each unit comprises of four bedrooms ,all of them ensuite, plus a self-contained DSQ, Amani Village is the epitome of comfortable living in Nairobi. 
Each of the Villas features a spacious front porch able to accommodate two cars, a cabro paved driveway and a backyard .The back of the house features a wash area . 
The site is located very near the Gateway Mall, for all the shopping and recreational needs. 
Public facilities
Mall 5 min
Railway Station 8 min
Hospital 17 min
School 17 min
Airport 6.7 km
City Center  17.6 km
Special Offer Ksh. 11.995M, flexible payment. 
At sterling Partners, we believe in giving our clients the best value possible. We believe in innovation and real estate solutions that truly transform.
We have thought long and hard and have come up with a revolutionary way to enable Kenyans to afford to own a home, in a way that makes sense to someone who believes they can only afford to rent. 
Talk to us today to enjoy our special offer. 
The show house is ready for viewing.","Syokimau Airport Road, Syokimau, Athi River",4,11995000
307,"Very Spacious 4 Bedroom (All ensuite) townhouses of approximately 3900sq.ft. on 3 floors in a compound of 12 units.
Consists of:
Open spaces and high ceilings in living and dining areas with full length glass windows bringing in streams of natural light. 
Natural warm flooring in all bedrooms and living areas, with fully fitted wardrobes providing plenty of storage.
Stylish living and entertainment areas which boast direct access to a private garden or a private roof terrace.
Sophisticated open plan kitchen with integrated appliances
Modern exterior hosting 3 dedicated parking spaces with separate access for domestic staff to a double DSQ and separate garden store. 
Intercom connection to all villas with 24 hours manned security and a perimeter electric fence bringing full peace of mind, with backup generator powering all common areas.
Functional lighting in all interior and exterior spaces developed by an internationally acclaimed specialist lighting consultant.
Reliable water supply from a major water main serving Nairobi. Plentiful water storage and individual solar water heating for each villa.","Lavington, Dagoretti North",4,62000000
308,"Elegance with Value!
This elegant 4 bedroom semi-detached townhouse with dsq is situated in a very strategic location in Lavington and a walking distance to Valley Arcade Shopping Mall. It is in a gated community of 13 units of Townhouses.
On the Ground floor;
A spacious lounge with large windows illuminating the room
Separate dining area
Kitchen fitted with cabinets
Pantry
Laundry area
Guest cloakroom
Wooden staircase leading to the top floor
On the first floor;
Common bathroom
Two bedrooms fitted with wardrobes
Master ensuite bedroom fitted with wardrobes.
Amenities include; one parking, storage water tank, 24 hour security and servant quarter for one(detached)
Price is Kshs. 27 million.","Valley Arcade, Lavington, Dagoretti North",4,27000000
311,"Executive 4 bedroom Townhouse
Servant quarter
Spacious rooms
Exemplary finishes
Built in wardrobes
Bathtub
Balcony
Mature Garden
Electric fence
Each compound
Ample parking of 3
Visitors parking
Gated community
24 hours Security
Secure Neighborhood
Located in the leafy suburbs of Lavington along Masanduku Lane.
Selling price @ 49M","Lavington, Dagoretti North",4,49000000
314,"Modern and Elegant 4 bedroom Villas plus sq for sale along Rossyln Lone
Tree Estate
These magnificent villas are located past the main entrance to Runda ( Ruaka Rd) along Limuru Rd, close to the Two Rivers mall, along Rossyln Lone Tree Estate Rd. Rosslyn Springs has 3 types of 4 bedroom villas all en- suite plus sq sitting on quarter acre plot,totaling to 17 units.Type A – 474 sqm (5 units) Price from 68 million to 73.2 millionType B – 496 sqm (8 units) Price from 67.3 million to 70.7 millionType C – 482 sqm (4 units) Price from 66.3 million to 69.5 million.They are fitted with well-appointed amenities including a large sunken lounge, home office, one family room, a modern kitchen with storage and laundry, two car parks and a spacious well-manicured garden. There is a club house with a gym, lounge, ladies and gent’s cloakrooms, pump, manager’s office, steam & sauna.VILLAS FEATURE –• Entry porch• Lobby• Sunken lounge with verandah• Dining room• Fitted kitchen with pantry opening to the laundry yard• Guest bedroom en suite• Study/office/man cave• Double car port• Master bedroom with walk-in closet & balcony• 4 bedrooms all en suite• Family room with terrace• Overhead and underground water tankADDITIONAL AMENITIES• Washroom• Guard House•Club house with Gym, steam bath, sauna and bar• Swimming Pool, Changing Room & Pump Room• Solar heaters• Electric photo control unit• Restaurant• Borehole• Standby generator• Party yard• Perimeter wall with electric fence• Cabro paved driveways• Street lights• Sewer treatment plant/ bio digester","Roselyn, Runda, Kiambu",4,68000000
318,"A spacious double storied house on 0.8 acre in a quiet location.
Living room (fireplace), dining room, sun room, gym, office with balcony, 4 ensuite bedrooms, cloakroom, kitchen and pantry.
2 guest bedrooms with bathroom.
2 staff rooms, guard house.","Runda, Kiambu",4,150000000
320,"A spacious well presented house on 0.5 acre of garden in a quiet location. Construction work will be completed on 1st April 2018.
Living room (fireplace), dining room, family room, study, 4 ensuite bedrooms, cloakroom, kitchen, pantry and balconies.
Steam room, sauna and gym.
2 staff rooms.","Runda, Kiambu",4,110000000
321,"Tastefully designed 4 Bedroom maisonette plus a separate DSQ in Ngong, Upper Matasia near Tuskys Supermarket, along Ngong Kiserian Road
•	Spacious living room with a master ensuite and a modern kitchen with fitted cabinetry.
•	In a gated community with fully cabro paved estate road network.
•	Adequate lighting, water and electricity connections.
•	Spacious laundry area.
•	Spacious playground for children.","Sub zone, Ngong",4,14000000
322,"This property is the ultimate high-end property.
It has:
- 4 bedrooms all ensuite
- Large kitchen with a dining area and spacious food storage room and numerous cabinets
- 6 bathrooms all tiled with glass shower cabins
- 2 spacious balconies overlooking Lake Nakuru: can sit upto 300 persons
- Five refrigerators
- 3 TV sets with DSTV and wi-fi connections
- Cozy seats and 2 dining sets
- Gym with treadmill, massage table, Jacuzzi and Sauna room
- Well manicured lawns with mature garden and trees
- Fully stocked bar","Crater Lane, Milimani",4,110000000
324,"Exquisite 4 bedroom stand alone maisonettes plus sq, sitting on an eighth of an acre for sale in Kitengela.
Location: Ken pipe Gardens is located 5.52 km from Kitengela town(Kenol Kobil ) and 2.94km off Nrb – Namanga Rd..
Ken Pipe Gardens is located along Old Namanga Rd close to the shopping centre, 10 minutes drive off the main tarmaced Namanga Rd, close to Orchard school &Kitengela; International School,Thorn Grove academy & Acacia Grove Academy.
Ken pipe Gardens in Kitengela is the newest address presenting a blend of convenience & privacy. It comprises of – 3 bedroom 47 units & 4 bedroom 54 units,a total of 101 units
Salient features –
-Fully detached stand alone units
-Detached staff quarters
-Spacious ,modern,fully Fitted kitchen with pantry
-Spacious lounge with separate dining area
-Visitor’s cloakroom
-En-suite master bedroom
-150sqm plinth area
Shared amenities
-Gated community
-Cabro paved estate roads
-Street lighting
-Boreholes & Water treatment plant
-Electric fence & 2 manned gates
-commercial centre
-Play ground","Kenpipe Gardens, Kitengela, Kajiado North",4,10750000
327,"Your Dream Home Come True!!!
These stunning townhouses are located in Kitengela off Nairobi Namanga Highway along Old Namanga Road. The project is situated only 10 minutes off the tarmac near KUSSCCO Homes. It lies in the vicinity of orchard school, Kitengela international school, Thorn Grove Academy and Acacia Crest Academy. 
Features include;
Fully detached stand alone units
Detached staff quarters
Spacious lounge with separate dining area
Fitted kitchen with pantry
Guest cloakroom
Ensuite master bedroom
Three other bedrooms fitted with inbuilt wardrobes
Shared amenities;
Gated community
Cabro paved estate road
Street lighting
Borehole and water treatment plant
Electric fence and 2 manned gates
Playing ground
Each house sits on an eighth of an acre. The project is almost complete and show house is ready.
Price: Kshs. 11 million","Kitengela, Kajiado North",4,11000000
331,"This fine-drawn development of 4 units is the ideal concept of peace & tranquility that encloses the spacious, airy & naturally lit living room & bedrooms.
Located on Katani road, the development is less than seven minutes drive from Mombasa Road.
Each unit is 4 bed roomed with three bathrooms & the master bedroom is ensuite.
There is ample parking space that can hold up to three cars with a back yard for some peace and quiet for relaxing.
The living room offers space & charm to the refined finishing of the house.
A visit to the development would be the best way to actually wrap oneself around the allure of the development.","Syokimau, Athi River",4,11500000
335,"Kings Millennium Town House located on Mombasa road
•4 bedroom + DSQ (All en-suite) with sliding windows
•Separate Dinning and Sitting room
•TV Room
•Open Kitchen
•Two balconies on different floors
•Pantry
•Laundry Area
•Solar panels
•Parking for one car per maisonette
•Bore hole and NWSC water availableKings Millennium, 4 bedroom + DSQ (All en-suite) maisonettes located on Mombasa road opposite Saj Ceramics. Sell Price: 20m Cash
•4 bedroom + DSQ (All en-suite) with sliding windows
•Separate Dinning and Sitting room
•TV Room
•Open Kitchen
•Two balconies on different floors
•Pantry
•Laundry Area
•Solar panels
•Parking for one car per maisonette
•Bore hole and NWSC water available",Mombasa Road,4,20000000
336,"A  majestic  4 bedroom all ensuit residency spreads open the doors to refined contemporary living. This beautiful place in the vicinity of Machakos. built up area for each villa is approx 3400 sq.ft including DSQ. Amenities are kitchen, open lounge, fitted wardrobes in en-suite, open plan dining, pantry, balcony, GYM, swimming pool, steam room, sauna,  kids play area, activity area, walking area,  borehole, solar, club house, security, 2 car park per every villa, Ample parking. The whole property is secured by a manned entrance gate  and security guard patrol. 
Welcome to a new era of luxurious living. A first for Machakos county",Mombasa Road,4,26500000
337,"Exquisite 4 Bedroom Townhouse+ SQ at Eagle Plains Estate, Mombasa road FOR SALE
Clean Title documents.
A four Bedroom Townhouse with three bathrooms and a en-suite.
Eagle Plains Estate is charming gated community strategically located about 150 Meters off Mombasa Road behind Panari Sky Center
10 Minutes’ drive from the Jomo Kenyatta International Airport and about 15 minutes away from Nairobi CBD
Interiors
4 very Spacious bedrooms
Master en-suite with inbuilt Wardrobes
A separate dining room
Spacious lounge and a dining area
Fitted kitchen with a pantry
Texture painted living room
Fitted kitchen with a pantry
En suite Guest room
Nicely designed gypsum-ceiling
Beautiful chandeliers and well designed wall lights
300 liters boiler for hot shower
Exterior
Detached ensuite Servant’s Quarter
Build on on a 40*80 Plot size
Well paved driveway, back and front yard(cabro paved)
Perimeter wall around the compound for privacy
3,000 liters underground tank
A back-up generator
Nice manicured Lawn
The estate has a concrete block paving and well-lit landscaped pedestrian walkways.
Main gate manned 24/7 by well trained security guards
Extra tight security due to the Police post located just at community’s main entrance",Mombasa Road,4,23000000
338,This is a 4 Bedroom House with a servant quarter and a study room in a gated community of thirteen units located off Kiambu Road. Its sitting on half an acre piece of land .The selling price is Kshs show me negotiable with a rental income of Kshs show me .,Kiambu Road,4,70000000
339,"Discover the beauty of country living with scenic views and natural splendor. This exclusive 4 bedroomed Mediterranean styled villa is in a secure gated community along Kiambu road. Enjoy your shopping in malls such as Two Rivers, Naivas supermarket and Quickmatt supermarket. Schools in the area are, Braeburn garden estate, Potter house Runda and Roslyn Academy
Description
Ground Floor
•	Spacious lounge with a separate dining area that opens to a backyard terrace
•	Visitor cloakroom.
•	Guest bedroom that’s ensuite with a shower
•	Kitchen fitted with granite work tops, upper and lower cabinets.
•	A pantry
•	Laundry area
•	An independent DSQ that’s ensuite
•	Separate gas and generator cubicles
Upstairs:
•	2 bedrooms all ensuite. One bedroom has a balcony
•	Master en-suite with a balcony
•	Adequate wardrobe space in all bedroom.
•	Family lounge
Other features
•	Security alarm system
•	Solar heating panel .
•	Constant fresh water supply with big overhead and underground tank. A borehole is also available
•	Children’s play area, swimming pool, club house and a fully equipped gym.
•	Well landscaped garden with mature trees and clean Estate.
•	The house has 2 parking lots which are cabro paved and visitor’s parking area
•	Internet connection available by Zuku, Safaricom and JTL.
•	CCTV cameras, .
•	Convenience store
• Perimeter wall with razor wire & electric fencing
•	Generator for common area","Kiambu Rd, Kiambu Road",4,39000000
341,"This 4br Villa in a gated community is located in Fourways Junction which offers peace and serenity to its inhabitants. It’s a very secure neighborhood along Kiambu road after the Northern by-pass and a UN approved zone. It is 5 minutes’ drive to the Ridgeways mall, the new Naivas mall and 15 minutes drive to the UN.
Description
Ground Floor
•	Spacious lounge with a separate dining area
•	Visitor cloakroom.
•	Guest bedroom that’s en-suite with shower cubicles
•	Open plan kitchen fitted with granite work tops, upper and lower cabinets.
•	A pantry underneath the staircase.
Upstairs:
•	2 bedrooms sharing a common bathroom fitted with a shower cubicle
•	Master en-suite with a shower cubicle.
•	Adequate wardrobe space in all bedrooms.
Other features
•	Attached DSQ.
•	Security alarm system
•	Invertor as a backup for electricity
•	Solar panel and 1000ltr of storage water tank.
•	Constant fresh water supply with big overhead and underground tank.
•	Play area, Swimming pool, Visitors’ Parking and a gym soon to be functional.
•	Well landscaped garden with mature trees and clean Estate.
•	The house has 2 parking lots which are cabro paved and a Backyard.
•	Internet connection available by Zuku, Safaricom and JTL.
•	Children’s playground
28 Million Negotiable","Fourways Junction, Kiambu Road",4,28000000
343,"10 Villas -Brand new 4 bedroom all en-suite villas plus sq for sale in Rongai.Loacted in the residential suburbs of Rongai ,6.5 km from Galleria Mall & 250m from Maasai Mall,Ten Villas provides an unrivaled living experience.
The development consists of ten semi-detached ,4 bedroom en-suite villas & DSQs for sale within a quiet serene neighborhood & gated community.
Features -
-Spacious living & dining rooms with patio
- 4 bedroom & DSQ all en-suite
- Natural hard stone walling
-Tastefully designed kitchen with a pantry
- Jaccuzzi & bath tub in each villa
-sizeable & well designed wardrobes
-Large nyama choma terrrace
- Solar hot water heating system
-wooden tiles in all living spaces & ceramic tiles in the walkway
SHARED AMENITIES
- Back-up generator & borehole
- Energy efficient biodigester
-State of the art gym /indoor arena","Gataka Rd, Ongata Rongai, Kajiado North",4,23500000
344,"Located in a gated community of 6 homes facing the beautiful and majestic Ngong Hills are Mirabelle Villas. These are 4 bedroom homes, all en suite measuring more than 4,000 square feet. The units lie on 3 acres with each unit occupying approximately 1/2 an acre. Each villa has a double servants quarter, a large deck upstairs from where you can view the majestic Ngong Hills, as well as a barbeque area on the ground floor for entertainment and are all set on beautifully landscaped gardens. The ground floor comprises of an entrance hall, modern kitchen with pantry, bright spacious lounge with functional fireplace, bright separate dining area, guest bedroom with in-built wardrobes and en-suite bathroom, a visitors cloakroom and a study room. Both the lounge and the dining room open to a large veranda that has a barbecue area and opens out to the spacious garden.
The upper floor is comprised of a spacious family room with a fireplace and a walkout to a beautiful deck overlooking the garden, a master bedroom with walk-in closets and a big en-suite bathroom and two other bedrooms with large in-built wardrobes, both with en-suite bathrooms.
Other features include parking for 3 or more cars, staff accommodation for 2 with facilities, laundry area, beautifully landscaped gardens and a perimeter live wall. The shared amenities include: a massive shared overhead water tank backed up by borehole water, gate house, boundary live wall, intercom facility, solar water heaters, etc.
The location of Mirabelle Villas is very prime and serene, surrounded by mature exotic and indigenous trees. It is about 3 kilometers from Ngong Town where there is Milele Mall, which hosts a large Tuskys supermarket as well as a number of other amenities including a bank, pharmacy and several food outlets. Not too far from these houses is Karen where there are superb restaurants, branded coffee shops, shopping malls like The Hub, Karen Triangle Mall, Karen Cross Roads Mall and Galleria Mall as well as medical facilities and clinics like Karen Hospital and Karen Surgery. Some of the schools in and around the neighborhood include West Nairobi School, Nairobi Waldorf School, St. Hannahs, Hillcrest International School, St. Christopher’s School, Light Academy and many others. The prestigious Karen Golf and Country Club is also nearby. All the mainstream banks have branches either in Ngong Town or Karen","Mirabel Villas,Unnamed Road, Kajiado County, Ke, Ngong, Kajiado North",4,48000000
349,"Discover the beauty of country living with scenic views and natural splendor in this well presented 4 bedroom house. It’s in a serene, private and tranquil environment at Grayson Villas Off Kamiti Road .Its 5 minutes’ drive to Kiambu town and in close proximity to Nova Academy, Marion Farm House School and Tatu City
Ground Floor
•	Spacious lounge with a separate dining area with a hand and wash basin.
•	Spacious kitchen fitted with granite counters, double sink, hydrolic water mixture,
Kitchen hood, upper and lower cabinets.
•	A pantry under the stair case.
•	Visitors Cloakroom.
•	Guest bedroom en-suite with a shower cubicle, adequate wardrobe space and a dressing counter.
•	Mahogany stair case fitted with lights.
Upstairs
•	Bedroom 1 en-suite with a shower cubicle and a door leading to the balcony.
•	Bedroom 2 en-suite with a shower cubicle and wardrobe space.
•	Master bedroom en-suite with a shower cubicle, spacious wardrobe space and a front balcony.
•	A spacious family room with a fire place both aesthetic and functional.
•	All rooms are fitted with Chandeliers apart from the guest bedroom.
Other features
•	All doors are made of antic wood.
•	Security alarm system.
•	Solar heating panel.
•	External laundry area room with a washing machine connection.
•	A separate DSQ.
•	External gas piping Centre and a separate invertor section.
•	Constant fresh water supply.
•	Children’s play area, swimming pool, club house and a fully equipped gym.
•	The house has 5 parking lots which are cabro paved and visitor’s parking area.
•	Internet connection available.","Off Kamiti Road, Kamiti, Kiambaa",4,30000000
351,"Your Ideal Home!!
Sigona heights comprises of twenty 4 bedroom maisonettes that  are strategically located off the
Naivasha-Nakuru Highway at Sigona. Its ideal location offers proximity to public means of transport and situated in a quiet and serene environment to offer the dwellers peace of mid away from the hustle and bustle of the city.
FeaturesSpacious LoungeDining areaGuest toiletModern kitchen fitted with cabinetsLaundry areamaster ensuite bedroom fitted with wardrobesone bedroom on the ground floor and three on the first floor.A common bathroom with a shower, toilet and sink.A servant quarter
Common amenities include;Masonry perimeter wallStreet LightingCabro paved drivewaysCeramic tiles on all floorsWell-manicured gardensPlinth area for main house = 131sqmPlinth are for DSQ= 13sqm","Ngecha, Limuru",4,11500000
353,"Roofing: Iron sheets
Thika Ngoingwa 4 bedrooms bungalow for show me neg.
The tastefully built house is sitting on a 50×100 plot in Ngoingwa estate, barely a 100 mts from tarmac.
Its a 4 bdrms house, two en-suite, while the other two share a separate toilet and bathroom.
It has a very spacious Lounge, dining and an open plan kitchen(with a store).
Parking is available for around 5 cars and the whole development is enclosed with a perimeter wall and a gate.
Ready title .","Ngoingwa, Thika West",4,12600000
357,"Located in a secure compound of 15 houses, is this well maintained townhouse with private garden.
Living room (fireplace), dining room, family room at stair landing, 4 ensuite bedrooms, cloakroom and kitchen.
Swimming pool, gym.
2 staff rooms.","Lower Kabete, Westlands",4,62500000
358,"A new house on 0.5 acre with lovely views from the garden.
Lounge (fireplace), dining room, family room, 4 ensuite bedrooms, kitchen, pantry and laundry room. The master bedroom has 2 balconies and the dining room has 1 balcony.
1 staff room. ample water storage.","Kitisuru, Westlands",4,98000000
359,"This Property boast of modern day architecture at its best . Its a 4 bedroom triplex townhouse. Located off Peponi road in westlands the Property is available for sale and has the following features ;
- In a gated Community of similar houses
- The property comprises of three levels
First Level
- Lounge area with wall to ceiling windows with an access to the garden area with marble finished floors replicated through out the house.
- Private swimming pool
- Separate dinning area
- Modern island Kitchen
- Guest bedroom that comes with a walk in closet and is en suite
Second Level
- Most rooms are located in this level .
- All the rooms come en suite and with inbuilt wardrobes
Master bedroom is not only spacious but comes with a private balcony , walk in closet, bathtub and shower cubicle.
Third level
- Private Entertainment terrace
Sale Price 95 Million","Parklands, Westlands",4,95000000
361,"We are offering this exquisite and tastefully designed villas gracing the Kitisuru valley for sale.
Built on a three level with one unit fully furnished these homes fit for a celebrity feature:
-lounge area with balcony
-dining area
-generous well fitted kitchen with breakfast table
-pantry
-family/tv room
-all ensuite bedrooms with ample wardrobe space
-master bedroom ensuite with walk in closet.features a shower cubicle and bathtub
-rooftop lounge
-staff quarters for two
-beatifully manicured mature garden
-perimeter wall with electric fence
-ample parking
-borehole
-one with unit fully furnished with option to buy with furniture
-plinth area of 6,500sqft
Price: ksh 255m
email: show me","Kitisuru, Westlands",4,255000000
362,"Its a 4 bdrm almost complete townhouse,
All ensuite plus a domestic staff quarters,
Has a guest toilet,
Modern kitchen,
Pantry,
Laundry area,
Big sitting cum dining area,
Fireplace,
Big balcony overlooking the garden,
Tv room,
Wooden floor,
It's in a gated community with each house with a private garden.","Kitisuru, Westlands",4,50000000
363,"This is a pristine development located in Ruiru five minutes
from the Thika super highway. The development comprises of thirty (30) four
bedroomed terrace maisonettes each with an approximate plinth area of 1450 sqft
and a car park for two. Other development features include;
·A spacious lounge
·Separate dining area
·Fully fitted kitchen with granite tops
·Master ensuite
·Backup generator
·Borehole & bio digester
·Electric fencing
·Cabro paved drive way
·Kids play area
·In close proximity to Kenyatta University,
JKUAT, Ruiru sports club and only a 1km to the Thika Super highway","Park Ave, Ruiru, Kiambu County, Ke, Ruiru",4,9000000
364,"Incomplete 4 bedroom maisonette all ensuite spacious rooms plus a study room.Sitting on an expansive 1/8 acre plot with clean tittle deed,in a modern gated community of Ruiru greens estate at the heart of Ruiru town.Facing the upcoming Tatu city.",Ruiru,4,9500000
