,desc,location,size,value
1013,Muhugu Park- Karen,"Kerarapon Road, Karen, Nairobi, Nairobi",5,65000000
1015,Garden Estate 5 Bedroom House with Family Room,"Garden Estate, Nairobi, Nairobi",5,60000000
1017,5 Bedroom House in Karen,"Windy ridge, Karen, Nairobi, Nairobi",5,90000000
1018,Executive 5 Bedroom Townhouse All Ensuite With Dsq And Big Garden,"ramisi road, Lavington, Nairobi, Nairobi",5,55000000
1024,5 Bedrooms Townhouse,"Ruiru, Membley, Nairobi, Nairobi",5,20000000
1025,5 Bedroom House For Sale At Runda,"Runda, Nairobi, Nairobi",5,150000000
1026,5 Bedroom Townhouse for Sale in Lavington,"Nairobi, Lavington, Lavington, Nairobi, Nairobi",5,75000000
1029,Runda 5 Bedroom House,"Runda, Mae Ridge, Runda, Nairobi, Nairobi",5,90000000
1033,Old Kitisuru A State of The Art Brand New 5 Bedroom Townhome on Sale/Rent,"Kitisuru, Kitisuru, Nairobi, Nairobi",5,100000000
1034,Cosy & Spacious 5 Bedroom House,"Karen Road, Karen, Nairobi, Nairobi",5,0
1035,An Elegant 5 Bedroom Town House House,"Kitisuru Road, Kitisuru, Nairobi, Nairobi",5,110000000
1040,"Runda, 5 Bedroom for sale","Runda, Runda, Nairobi, Nairobi",5,95000000
1042,Town Hse 5 Bedrooms all Ensuite DSQ Study Garden Lavington,"Nairobi, Nairobi",5,62000000
1045,Elegant 5 Bedroom Townhouse in Kileleshwa Nairobi,"Kileleshwa Nairobi, Kileleshwa, Nairobi, Nairobi",5,68000000
1046,Highlight Homes for sale,"KAREN, Karen, Nairobi, Nairobi",5,85000000
1048,5 Bedroom Townhouse in Karen,"karen, Karen, Nairobi, Nairobi",5,68000000
1049,Town House 5 Bedroom All Ensuite for sale Kileleshwa,"Kileleshwa, Nairobi, Nairobi",5,45000000
1050,Eminently Desirable 5 Bedroom House in Karen,"Karen, Karen, Nairobi, Nairobi",5,75000000
1055,"Five Bedrooms Townhouse with Modern Finishing, Mature Garden in Karen","Langata road, Nairobi, Nairobi",5,80000000
1056,Multi-Level Contemporary House for sale,"Karen, Hardy, Karen, Nairobi, Nairobi",5,88000000
1060,5 Bedroom Townhouse for sale in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5,76000000
1061,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
1073,Karen Stand Alone House-Miotoni,"Karen, Nairobi, Nairobi",5,105000000
1074,5  bedroom  double  storey  house  at  Westlands.,"Westlands, Nairobi, Westlands, Nairobi, Nairobi",5,160000
1077,Magnificent 5 Bedrooms House in the Heart of Ridgeways .,"Close to Braeburn School., Ridgeways, Nairobi, Nairobi",5,80000000
1078,5 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",5,55000000
1080,5 Bedroom House for sale in Karen,"Kuwinda Road, Karen, Nairobi, Nairobi",5,80000000
1082,"Off Plan 5 Bedroom Maisonette for sale in Syokimau , Nairobi","Community Road, Syokimau, Nairobi, Nairobi",5,13500000
1086,17 1114 ST Exclusive Townhouse Lavishly Designed,"Lavington Green, Lavington, Nairobi, Nairobi",5,70000000
1091,Beautiful 5 bedroom house for sale,"Rosslyn Lone Tree, Rosslyn, Nairobi, Nairobi",5,135000000
1094,Ambassodorial Townhouse,"Mzima Spring, Lavington, Nairobi, Nairobi",5,100000000
1096,"Town House, 5 Bedroom 3 En-Suite - Kitisuru Off Kitisuru Rd","Kitisuru, Nairobi, Nairobi",5,67000000
1103,5 Bedroom House for Sale in Karen,"Karen Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",5,90000000
1104,5 Bedroom Townhouse for Sale in Lavington,"Lavington, Nairobi, Nairobi",5,72000000
1105,5 Bedroom House Available for sale in Karen,"Karen, Nairobi, Nairobi",5,90000000
1108,Muthaiga 5 Bedroom on 1 Acre,"Muthaiga, Nairobi, Nairobi",5,270000000
1111,4 Bedroom Plus Dsq Town House for sale in Kiambu Road,"Kiambu road, Mombasa Road, Nairobi, Nairobi",5,37000000
1116,RUNDA -5 BEDROOM AMBASSADORIAL HOUSE FOR SALE,"Runda Ambassadorial House for sale, Runda, Nairobi, Nairobi",5,250000000
1118,A 5 Bedroom Townhouse for sale in Lavington Along Jakaranda Avenue,"It's along jakaranda avenue., Lavington, Nairobi, Nairobi",5,55000000
1119,"A Magnificent 5 Bedroom all Ensuite Townhouse with Dsq in Kileleshwa, off Nyeri Road","Kileleshwa, Nairobi, Nairobi",5,62000000
1120,Modern High End 5 Bedroom House - Ridgeways,"Ridgeways, Nairobi, Nairobi",5,90000000
1121,17 1122 ST A Special Offering; Elegant Townhouse Rarely Available,"Riverside Drive, Riverside, Nairobi, Nairobi",5,65000000
1124,Luxurious 5 Bedroom Townhouse in Karen near( Banda School),"Karen, Nairobi, Nairobi",5,65000000
1128,A House for sale in Gigiri,"Nairobi, Gigiri, Gigiri, Nairobi, Nairobi",5,100000000
1134,Chalbi Homes - Lavington,"Lavington, Nairobi, Nairobi",5,75000000
1136,"Lavington, Town House for sale","Lavington, Lavington, Nairobi, Nairobi",5,75000000
1138,5 Bedroom House For Sale In Spring Valley,"Spring Valley, Riruta, Nairobi, Nairobi",5,350000000
1139,Luxurious House for sale in Kileleshwa -Vihiga Road,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",5,85000000
1142,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
1147,Newly Built 5 Bedroom Town House in Lavington,"Convent drive, Lavington, Nairobi, Nairobi",5,75000000
1149,5 Bedroom House for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5,70000000
1151,4 Bedroom Town House in Kileleshwa,"Gichugu road, Kileleshwa, Nairobi, Nairobi",5,60000000
1155,Phenomenal Town House in Karen,"Karen, Nairobi, Nairobi",5,80000000
1156,Ultra-Modern And Exquisite 5 Bedroom House in Nyari,"Nyari, Nyari, Nairobi, Nairobi",5,160000000
1157,5 Bedroom All Ensuite Town House,"Laikipia rd, Kileleshwa, Nairobi, Nairobi",5,45000000
1159,5 bedroom Townhouse for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5,95000000
1160,5 Bedroom Townhouse for sale in Syokimau,"Syokimau, Nairobi, Nairobi",5,13500000
1165,Townhouse for sale,"Elmolo drive, Lavington, Nairobi, Nairobi",5,52000000
1166,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,75000000
1168,Exclusive 5 Bedroom House in Runda,"Runda, Runda, Nairobi, Nairobi",5,150000000
1170,"5 Bedroom Semi-Detached Maisonette, Lavington","Lavington, Nairobi, Nairobi",5,52000000
1173,Magnificent 5 Bedroom Townhouse Available Off Lower Kabete Road,"Off Lower Kabete road, Lower Kabete, Nairobi, Nairobi",5,45000000
1175,Magnificent 5 Bedroom in Karen,"Karen, Nairobi, Nairobi",5,57000000
1178,Ambassadorial House,"Karen, Nairobi, Nairobi",5,80000000
1184,5 Bedroom House for Sale in Lavington,"Lavington, Lavington, Nairobi, Lavington, Nairobi, Nairobi",5,46000000
1187,"Runda Eagle Park , House for sale","Runda, Runda, Nairobi, Nairobi",5,180000000
1189,5 Bedroom Villa in Lavington Nairobi,"lavington, Lavington, Nairobi, Nairobi",5,78000000
1193,Detached Town House For Rent  In Lavington,"Lavington, Nairobi, Nairobi",5,250000
1196,5 Bedroom Townhouse Runda.,"Runda Grove , Runda, Runda, Nairobi, Nairobi",5,100000000
1198,5 Bedroom House for sale in Westlands,"Westlands, Nairobi, Nairobi",5,45000000
1199,Stunning 5 Bedroom plus 2 Sqs Standalone House in Runda.,"Runda, Runda, Nairobi, Nairobi",5,80000000
1203,Magnificent 5 Bedroom Double Storied House on Half Acre for sale in Gigiri/Wispers,"Magnolia close, Gigiri, Nairobi, Nairobi",5,110000000
1208,Modern Townhouse Westlands 58m,"Grevillea Grove , Westlands, Westlands, Nairobi, Nairobi",5,58000000
1210,Ridge Way Ambassandorial House,"Ridgeways, Nairobi, Nairobi",5,100000000
1212,"Home For Sale, Runda","Runda, Nairobi, Nairobi",5,100000000
1213,5 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",5,55000000
1215,5 Bedroom House Available for sale in Karen,"Karen, Nairobi, Nairobi",5,120000000
1220,"Multi-Level Greenery, 5 Bedroom Home","Karen, Karen, Nairobi, Nairobi",5,250000000
1222,"5 BEDROOM, 3 LEVEL TOWN HOUSE ON SALE  IN LAVINGTON","Lavington, Lavington, Nairobi, Nairobi",5,75000000
1224,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
1229,A Fabulous 5 Bedroom House for sale,"Runda, Runda, Nairobi, Nairobi",5,98000000
1232,Executive Brand New 5 Bedroom House All Ensuite,"Lavington, Lavington, Nairobi, Nairobi",5,55000000
1233,Executive 5 Bedroom House at Old Muthaiga,"Old Muthaiga, Muthaiga, Nairobi, Nairobi",5,180000000
1234,Double Charming House in Karen,"Karen, Karen, Nairobi, Nairobi",5,150000000
1238,Stunning 5 Bedroom House- Karen,"Karen, Karen, Nairobi, Nairobi",5,75000000
1240,Town House for sale,"KAREN BOGANI, Karen, Nairobi, Nairobi",5,98000000
1244,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
1247,5 Bedroom Bungalow in Lower Kabete,"Lower Kabete, Nairobi, Nairobi",5,350000
1248,Executive 5 Bedroom Townhouse All Ensuite With Dsq And Big Garden,"ramisi road, Lavington, Nairobi, Nairobi",5,55000000
1251,"5 Bedroom  House, off Peponi Road","Private Estate, Kitisuru, Nairobi, Nairobi",5,0
1253,5 Bedroom House For Sale In Lavington,"James Gichuru Rd, Lavington, Nairobi, Nairobi",5,70000000
1261,Beautiful 5 Bedrooms Stand Alone in Mountain View,"Mountain View, Nairobi, Nairobi",5,45000000
1262,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5,90000000
1265,New Exquisite 5 Bedroom Town House,"Lavington, Lavington, Nairobi, Nairobi",5,85000000
1267,Town House For Sale In Muthaiga,"north pipeline estate, Muthaiga, Nairobi, Nairobi",5,39500000
1268,Luxury World Class House in Karen,"Karen, Karen, Nairobi, Nairobi",5,0
1269,Luxurious New And Modern 5 Bedroom Villas in Kitisuru,"Kitisuru road, Kitisuru, Nairobi, Nairobi",5,125000000
1270,Tigoni Beautiful 4 Bedroom House on 2.56 Acres Prime Land,"Tigoni Beautiful 4 bedroom house on 2.56 Acres Prime Land-80M, Tigoni, Nairobi, Nairobi",5,80000000
1271,Town House 5 Br with Dsq & Guest Wing – Spring Valley – off Lower Kabete Rd,"Spring Valley, Nairobi, Nairobi",5,150000000
1272,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
1273,Fahari Height-Karen,"Karen, Nairobi, Nairobi",5,90000000
1277,Town House for sale on Makueni Road,"Makueni road, Kileleshwa, Nairobi, Nairobi",5,38000000
1278,5 Bed Brand New Townhouse at Royal Park Langata,"Jeylaani Blvd, Langata, Nairobi, Nairobi",5,35000000
1279,"5 Bedroom Town House, Karen","Thogoto Mutarakwa Road, Karen, Nairobi, Nairobi",5,65000000
1286,5 Bedroom House for sale in Nyari,"Nyari Central, Nyari, Nairobi, Nairobi",5,100000000
1288,5 Bedroom House for sale in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",5,75000000
1289,5 Bedroom House for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5,135000000
1290,5 Bedroom Town-House for sale in Karen,"Karen Plains, Karen, Nairobi, Nairobi",5,65000000
1292,Five Bedroom with Guest Wing at Kitisuru,"Kitisuru, Nairobi, Nairobi",5,145000000
1294,"5 Bedroom Home & 2 Bedroom Guest Cottage , Karen","Karen, Nairobi, Nairobi",5,0
1295,5 Bedroom House for sale in Karen (Off Bogani Road),"Bogani Road, Karen, Nairobi, Nairobi",5,80000000
1297,5 Bedroom Townhouse for sale in Brookside Westlands,"Brookside, Brookside, Nairobi, Nairobi",5,55000000
1298,A New Development of Executive 5 Bedroom Townhouses in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,72000000
1302,Pillar Maisonette,"KAREN, Karen, Nairobi, Nairobi",5,75000000
1307,5 Bedroom House For Sale in Thika Road,"Thika Road, Nairobi, Nairobi",5,35000000
1315,5 Bedroom House in Muthaiga Nairobi,"Muthaiga, Muthaiga, Nairobi, Nairobi",5,650000000
1318,5 Bedroom House for sale in Kyuna,"Kyuna, Nairobi, Nairobi",5,95000000
1319,Lavington 5 Bedroom Townhouse,"Lavington close to Valley arcade,International schools & Embassies, Lavington, Nairobi, Nairobi",5,95000000
1323,Cottingham Woods,"Lavington, Nairobi, Nairobi",5,75000000
1327,5 Bedroom Stand-Alone in Runda on 0.75 Acres,"Runda, Nairobi, Nairobi",5,210000000
1332,Lavish 5 Bedroom Town- House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,80000000
1335,Charming & Beautiful House for sale,"Miotoni road, Karen, Nairobi, Nairobi",5,0
1336,"Muthaiga, 5 Bedroom Home for sale","Muthaiga close to the UN complex,International schools and Embassies, Muthaiga, Nairobi, Nairobi",5,160000000
1337,Modern High End 5 bedroom house - Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5,90000000
1340,5 Bedroom Town-House for sale in Westlands,"Westlands, Nairobi, Nairobi",5,50000000
1342,"5 Bedroom Modern Villa With Dsq And Pool, Karen","Karen, Nairobi, Nairobi",5,90000000
1344,5 Bedroom Townhouse in Lavington.,"Convent Rd, Lavington, Lavington, Nairobi, Nairobi",5,75000000
1345,"Luxury 5 Bedrooms House For Sale, Hekima rd","Hekima rd, Karen, Nairobi, Nairobi",5,76000000
1346,5 Bedroom Townhouse for sale in Kileleshwa,"Kaputei Rd, Kileleshwa, Nairobi, Nairobi",5,65000000
1347,5 Bedroom Triplex Townhouse at Riverside,"Riverside Dr (Riverside Groove), Riverside, Nairobi, Nairobi",5,50000000
1348,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
1349,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,90000000
1353,Excutive 5 Bdm 2 SQ,"James gichuru, Lavington, Nairobi, Nairobi",5,70000000
1356,5 Bedroom Town-House for sale in Lavington,"Lavington, Nairobi, Nairobi",5,43000000
1359,5 Bedroom Townhouse for sale in Lavington,"isaac gathanju road, Lavington, Nairobi, Nairobi",5,75000000
1361,"Town House, Karen","Karen, Nairobi, Nairobi",5,90000000
1365,"5 Bedroom Townhouse for sale in Lavington, Nairobi","Gitanga road, Lavington, Nairobi, Nairobi",5,48000000
1366,5 Bedroom House for sale in South C,"South C, Nairobi, Nairobi",5,35000000
1369,Units of Town- House in Lavington,"Lavington, Nairobi, Nairobi",5,60000000
1370,5 bedroom Townhouse for sale in Syokimau,"Mastermind, Syokimau, Nairobi, Nairobi",5,18500000
1374,"Runda Kasarini, Villas","Kiambu Road, Nairobi, Nairobi",5,37500000
1376,5 Bedroom Villa In Karen - Dik Dik Gardens - 894-2-I,"Karen, Nairobi, Nairobi",5,69000000
1379,Double Storey House For Sale In Karen,"Karen, Karen, Nairobi, Nairobi",5,75000000
1383,"Runda, 5 Bedroom House for sale","EAGLE PARK, Runda, Nairobi, Nairobi",5,150000000
1384,Modern 5 Bedroom Standalone in Runda,"Runda, Nairobi, Nairobi",5,135000000
1386,Karen 5 Bedroom Luxurious,"Karen, Karen, Nairobi, Nairobi",5,115000000
1390,A 5 Bedroom Townhouse for sale at Muthaiga North,"It's along muthaiga north., Muthaiga North, Nairobi, Nairobi",5,38000000
1391,5 Bedrooms all Ensuite at Ruiru,"RUIRU BAMBOO GARDENS, Ruiru, Nairobi, Nairobi",5,0
1398,[email protected],"Convent drive, Lavington, Nairobi, Nairobi",5,65000000
1405,Lavington Townhouse,"chalbi drive, Lavington, Nairobi, Nairobi",5,75000000
1409,5 Bedroom House For Ksh 60 Million Located in Karen,"Karen, Karen, Nairobi, Nairobi",5,60000000
1416,5 Bedroom Villa,"Muthaiga, Nairobi, Nairobi",5,180000000
1423,Exquisitely Crafted House in Runda,"Runda, Nairobi, Nairobi",5,75000000
1424,"Superior 5 Bedroom Kouse For Sale, Karen","Karen, Nairobi, Nairobi",5,85000000
1430,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,70000000
1433,Regal Royal Home in Karen,"Karen, Nairobi, Nairobi",5,75000000
1435,5 Bedrooms House In Karen,"Karen, Karen, Nairobi, Nairobi",5,70000000
1437,Ultra- Modern 5 Bedroom Town- House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,55000000
1438,Beautiful Town House on Elmollo Drive,"Elmollo drive, Lavington, Nairobi, Nairobi",5,70000000
1439,5 Bedrooms Villa,"Lovington, Lavington, Nairobi, Nairobi",5,78000000
1443,Extravagant Home in Serene Neighborhood of Karen,"Karen, Nairobi, Nairobi",5,70000000
1444,5 Bedroom House in Nyari Central next to New Muthaiga,"nyari, Nyari, Nairobi, Nairobi",5,595000000
1445,Palatial 5 Bedroom Kyuna Ambassadorial House,"Kyuna, Kyuna, Nairobi, Nairobi",5,130000000
1450,Elegant 5BR Townhouse in Riverside,"Riverside Drive, Riverside, Nairobi, Nairobi",5,65000000
1458,A Homely Five Bedroom Town House  in Runda,"runda mimosa, Runda, Nairobi, Nairobi",5,85000000
1465,5 Bedroom Townhouse for sale in Lavington,"Mbambane Road, Lavington, Nairobi, Nairobi",5,75000000
1468,"Modern 5 Bedroom Home, Karen","Karen, Nairobi, Nairobi",5,100000000
1469,"Runda, 5 Bedroom House for sale","RUNDA CYCADS, Runda, Nairobi, Nairobi",5,85000000
1471,"A Beautiful Town House for sale, Karen","Karen, Nairobi, Nairobi",5,55000000
1473,Ambassadorial House in Nyari,"Ibis Drive, Nyari, Nairobi, Nairobi",5,190000000
1475,Town House for sale on Elmolo Drive,"Elmolo drive, Lavington, Nairobi, Nairobi",5,65000000
1476,A Stunning 5 Bedroom House in Mbagathi Ridge Karen,"Karen, Nairobi, Nairobi",5,105000000
1478,Charming 5 Bedroom Townhouse,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",5,55000000
1480,Spacious Town House 5 Bedroom All Ensuite 2dsq For Sale In Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,44000000
1481,Kingara Road Townhouse,"Lavington, Nairobi, Nairobi",5,51000000
1486,Spacious 5 Bedroom Town House All Ensuite Dsq Garden Family Room Pool Solar Pannels Own Gate For Sale In Kileleshwa,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5,45000000
1487,Lavington-5 Bedroom Corner Townhouse,"Lavington-5 bedroom townhouse for sale.55M, Lavington, Nairobi, Nairobi",5,55000000
1488,Spacious Home for sale -RUNDA,"Runda close to Embassies ,UN offices,International schools and shopping malls, Runda, Nairobi, Nairobi",5,95000000
1489,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5,95000000
1490,Newly Built 5 Bedroom Town Houses In Loresho.,"Loresho, Loresho, Nairobi, Nairobi",5,50000000
1493,Magnificent Home For Sale At Runda,"Runda, Nairobi, Nairobi",5,110000000
1495,Villa for sale at Karen,"Karen, Nairobi, Nairobi",5,65000000
1497,Palatial 5 Bedroom House in Runda for Sale,"Mimosa, Runda, Runda, Nairobi, Nairobi",5,95000000
0,A Lovely And Modern 4 Bedroom House All En Suite in Mombasa Road,"Mombasa Road., Mombasa Road, Nairobi, Nairobi",4,32000000
1,"Mombasa Rd Near Kapa, 4 Bedroom Maisonette for sale","Syokimau, Syokimau, Nairobi, Nairobi",4,12800000
2,Kitengela Plains,"Mombasa Road, Nairobi, Nairobi",4,12500000
4,Villas for sale in Lavington,"Chalbi Drive, Lavington, Nairobi, Nairobi",4,62000000
6,Elegant House in a Gated Community,"Fair Acres Road, Karen, Nairobi, Nairobi",4,94000000
8,Elegant 4 Bedroom Semi-Detached Townhouse in Langata,"Langata, Langata, Nairobi, Nairobi",4,32300000
11,Pristine Townhouse in Exclusive Location,"Lavington, Nairobi, Nairobi",4,62000000
13,4 Bedroom House in Rosslyn,"Rosslyn, Rosslyn, Nairobi, Nairobi",4,75000000
15,Four Bedroom Exquisite Town Houses in Karen,"Karen, Nairobi, Karen, Nairobi, Nairobi",4,90000000
19,4 Bedroom Maisonette  at Mirema,"mirema drive, Kasarani, Nairobi, Nairobi",4,16500000
23,"Unique 4 Bedroom Villas for sale, Runda","Pan Afric Insurance Avenue, Runda, Nairobi, Nairobi",4,75000000
25,Chalbi Drive Homes,"chalbi drive, Lavington, Nairobi, Nairobi",4,75000000
26,"4 bedroom House for sale on Kiambu Road, opposite KIST (Kiambu Institute of Technology)","Kiambu Road, Kiambu Road, Nairobi, Nairobi",4,35000000
29,New 4 bedroom villa  plus DSQ  for sale in Rossylin,"Rosslyn Lone tree, Rosslyn, Nairobi, Nairobi",4,66300000
32,Fairfield Park Mombasa Road,"muthama acess road, Syokimau, Nairobi, Nairobi",4,17000000
38,Spacious and Luxurious Town House Syokimau,"Mombasa road, Syokimau, Nairobi, Nairobi",4,17000000
40,Magnificent 4 Bedrooms House,"Muthaiga, Muthaiga, Nairobi, Nairobi",4,200000000
42,4 Bedroom Townhouse  for SALE in Runda(gated Community),"mumwe drive, Runda, Nairobi, Nairobi",4,75000000
43,4 Bedroom House Available for sale in South C,"South C, South C, Nairobi, Nairobi",4,20000000
44,Fairfield Park Mombasa Road,"Mombasa Road, Nairobi, Nairobi",4,17000000
51,Luxury Townhouses in Lavington,"Njumbi Road, Lavington, Nairobi, Nairobi",4,110000000
52,4 Bedrooms House,"KAREN, Karen, Nairobi, Nairobi",4,70000000
54,4 Bedroom Urban Bungalow,"DAGORETTI ROAD,  Dagoretti Road, Nairobi, Nairobi",4,48000000
55,"4 Bedroom Maisonette for sale, Westlands","Westlands, Nairobi, Nairobi",4,38000000
56,KITisuru:(Two) Exquisite 4 Bedroom all Ensuite Villas,"Kitisuru, Nairobi, Nairobi",4,255000000
57,Lovely Modern 4 Bedroom Villa for sale - Nyari,"Rosslyn, Nairobi, Nairobi",4,68000000
58,4 Bedroom Maisonette in Sigona,"Waiyaki Way, Nairobi, Nairobi",4,11500000
59,Aspire Homes,"Lavington, Nairobi, Nairobi",4,62000000
60,4 Bedroom Townhouse Langata,"Langata Rd, Langata, Nairobi, Nairobi",4,22000000
61,4 Bedroom Maisonette for sale in Mlolongo,"Mlolongo, Mlolongo, Nairobi, Nairobi",4,9000000
63,Runda Homes,"Runda, Nairobi, Nairobi",4,37000000
65,4 Bedroom House For Sale In Balozi,"River Dr Balozi Estate, Riruta, Nairobi, Nairobi",4,25000000
67,Peponi Road: Beautifully Furnished Villa,"Peponi, Nairobi, Nairobi",4,80000000
70,4 Bedroom Maisonette Karen for sale,"karen, Karen, Nairobi, Nairobi",4,75000000
71,Kenyatta Road Town House,"kenyatta road, Thika Road, Nairobi, Nairobi",4,25000000
74,4 Bedroom Maisonette Plus DSQ And Study Room sale in Mlolongo,"Mlolongo, Mlolongo, Nairobi, Nairobi",4,8500000
75,Elegant Houses in Runda,"Pan Africa Insurance Avenue, Runda, Nairobi, Nairobi",4,95000000
79,Kencom Sacco Homes-Runda,"Runda, Nairobi, Nairobi",4,37000000
86,17 1019 ST This is a true find for a fortunate buyer. 17 06 20,"Syokimau Estate, Syokimau, Nairobi, Nairobi",4,14000000
91,Newly Built 4 Bedroom (all Ensuite) Double Storey,"Karen, Nairobi, Nairobi",4,90000000
92,4 Bedroom House for sale in Karen,"Karen, Nairobi, Nairobi",4,95000000
95,"Modern 4 Bedroom Townhouse Master Ensuite, near Yaya","KILIMANI, Kilimani, Nairobi, Nairobi",4,50000000
97,Kencom Sacco Estate Runda,"Runda, Nairobi, Nairobi",4,37000000
98,Exquisite 4 Bedroom on 1 Acre Parcel of Land.,"Karen, Nairobi, Nairobi",4,90000000
99,4 Bedroom Standard Houses in Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",4,28950000
100,Runda Gardens Townhouse,"Runda, Nairobi, Nairobi",4,37000000
101,The Riverine Kitengela,"Mlolongo, Nairobi, Nairobi",4,15000000
102,17 1039 ST Architecturally designed magnificence villa 17 10 12,"Off Peponi Road, Spring Valley, Nairobi, Nairobi",4,55000000
114,Large Family Home in Karen,"Karen, Nairobi, Karen, Nairobi, Nairobi",4,60000000
115,Country Living – Red Hill,"Redhill, Red Hill, Nairobi, Nairobi",4,30000000
118,Four Bedroom House with a Sq  in Kerarapon.,"Kerarapon, Kerarapon, Nairobi, Nairobi",4,33000000
120,Milky Valley ! Runda 4 Bedroom Maisonette,"Runda, Runda, Nairobi, Nairobi",4,29000000
121,4 Bedroom House on 0.25 acres - off Othaya Rd - Lavington,"Kauria Close off Othaya Rd - 2km from Valley Arcade, Lavington, Nairobi, Nairobi",4,80000000
125,Modern Townhouse at Kitsuru,"kitisuru, Kitisuru, Nairobi, Nairobi",4,25000000
126,Exclusive Modern 4 Bedroom Townhouse,"Limuru road, Red Hill, Nairobi, Nairobi",4,32000000
127,Life’s Good! South C Mugoya Estate Four Bedroom Maisonette with SQ,"south c, South C, Nairobi, Nairobi",4,17000000
130,LAVINGTON - 4 BEDROOMS M-ENSUITE MAISONETEE.,"Gitanga road near amboseli., Lavington, Nairobi, Nairobi",4,35000000
131,Opulent Modern Townhouse,"Lavington, Lavington, Nairobi, Nairobi",4,110000000
139,Wild Sunset ! Syokimau 4 Bedroom Townhouses.,"syokimau community road, Syokimau, Nairobi, Nairobi",4,12000000
140,Executive 4 Bedroom Townhouse along Mugumo Road Lavington,"Lavington, Nairobi, Nairobi",4,95000000
142,Villa at Kitisuru,"Karen, Nairobi, Nairobi",4,87000000
143,a Cosy 4 Bedroom House in the Heart of Wispers/gigiri.,"Close to UN and Rosslyn Academy., Gigiri, Nairobi, Nairobi",4,80000000
144,4 Bedroom Athi View Maisonettes,"Kiungani Road, Syokimau, Nairobi, Nairobi",4,12900000
147,Alluring 4 Bedroom House,"Karen, Nairobi, Nairobi",4,75000000
148,Opulent Modern Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4,25000000
149,Exclusive House  in Lake View,"Lake view drive, Nairobi, Nairobi",4,110000000
150,4 Bedroom Bungalow - Karen,"Karen, Nairobi, Nairobi",4,70000000
151,Villa at Karen,"Karen, Nairobi, Nairobi",4,50000000
154,Elegant Bungalow for Sale in Karen,"Bogani, Karen, Nairobi, Nairobi",4,70000000
155,4 Bedroom+ Dsq Townhouse for sale  in South B,"Golden Gate Estate, South B, Nairobi, Nairobi",4,14500000
158,Lovely 4 Bed Villa with s/ pool in Karen Kisembe,"Magadi Rd, Karen, Nairobi, Nairobi",4,50000000
162,4 Bedroom Bungalow - Karen,"Karen, Nairobi, Nairobi",4,70000000
163,Maisonette For Sale in Harambee Sacco Estate Donholm,"Donholm, Nairobi, Nairobi",4,9500000
164,4 and 5 Bedroom Maisonettes Mavoko Park,"Mwananchi road,Syokimau, Syokimau, Nairobi, Nairobi",4,12000000
165,Opulent Modern 4 Bedroom Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4,25000000
166,Modern Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4,25000000
167,Kitusuru 4 Bedroom Town House,"Kitusuru, Nairobi, Kitisuru, Nairobi, Nairobi",4,50000000
171,4 Bedroom+ Dsq Townhouse in Runda,"Kiambu road, Runda, Nairobi, Nairobi",4,37000000
176,Golden Stream ! Runda Fourways 4 Bedroom Villa,"runda, Runda, Nairobi, Nairobi",4,29000000
